id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
3973,Headline 3973,Reporter X,Content of news article 3973,Independent,2021-09-20 00:00:00,55,2742,4,-0.8070442800117514,0
3974,Headline 3974,Anonymous,Content of news article 3974,Blog,2021-09-20 06:00:00,3,3530,8,0.021547736352690583,1
3975,Headline 3975,Jane Smith,Content of news article 3975,Independent,2021-09-20 12:00:00,87,1638,8,0.8166244091606227,0
3976,Headline 3976,John Doe,Content of news article 3976,Independent,2021-09-20 18:00:00,40,4142,4,0.5426055486337287,1
3977,Headline 3977,Reporter X,Content of news article 3977,News Source 1,2021-09-21 00:00:00,76,2504,1,0.02151324211555128,1
3978,Headline 3978,John Doe,Content of news article 3978,News Source 2,2021-09-21 06:00:00,67,2473,5,-0.33029413642308336,0
3979,Headline 3979,John Doe,Content of news article 3979,News Source 1,2021-09-21 12:00:00,16,3066,6,-0.1374793155421199,1
3980,Headline 3980,John Doe,Content of news article 3980,Independent,2021-09-21 18:00:00,82,4384,9,-0.04008001018859719,0
3981,Headline 3981,Anonymous,Content of news article 3981,News Source 2,2021-09-22 00:00:00,57,441,14,-0.7231071365112078,0
3982,Headline 3982,Anonymous,Content of news article 3982,News Source 1,2021-09-22 06:00:00,94,4583,14,0.38007091123457615,1
3983,Headline 3983,Jane Smith,Content of news article 3983,Independent,2021-09-22 12:00:00,82,4712,9,-0.17519346489745136,0
3984,Headline 3984,John Doe,Content of news article 3984,Blog,2021-09-22 18:00:00,90,4730,5,0.8082996911331792,0
3985,Headline 3985,Anonymous,Content of news article 3985,News Source 1,2021-09-23 00:00:00,69,1748,14,-0.45367544858751097,1
3986,Headline 3986,Jane Smith,Content of news article 3986,Independent,2021-09-23 06:00:00,17,1071,8,-0.058064762438398976,0
3987,Headline 3987,Jane Smith,Content of news article 3987,Blog,2021-09-23 12:00:00,33,1492,15,-0.9886859892877193,0
3988,Headline 3988,Anonymous,Content of news article 3988,Independent,2021-09-23 18:00:00,73,2961,6,0.8433999094302052,0
3989,Headline 3989,Reporter X,Content of news article 3989,Blog,2021-09-24 00:00:00,97,4842,1,0.8211462038122206,1
3990,Headline 3990,Jane Smith,Content of news article 3990,Independent,2021-09-24 06:00:00,66,2614,3,-0.6035179626986098,0
3991,Headline 3991,John Doe,Content of news article 3991,Blog,2021-09-24 12:00:00,64,1530,7,0.911606053647158,0
3992,Headline 3992,Reporter X,Content of news article 3992,Independent,2021-09-24 18:00:00,69,1170,6,0.2491972063803991,0
3993,Headline 3993,Reporter X,Content of news article 3993,News Source 1,2021-09-25 00:00:00,69,3306,6,0.22307457679833376,1
3994,Headline 3994,John Doe,Content of news article 3994,News Source 1,2021-09-25 06:00:00,82,1266,1,-0.9383849573031686,1
3995,Headline 3995,Reporter X,Content of news article 3995,News Source 2,2021-09-25 12:00:00,76,290,13,-0.2345002047246838,0
3996,Headline 3996,Anonymous,Content of news article 3996,News Source 1,2021-09-25 18:00:00,60,1892,15,-0.2090915441273027,1
3997,Headline 3997,Jane Smith,Content of news article 3997,News Source 2,2021-09-26 00:00:00,100,4226,13,0.7860385698575112,1
3998,Headline 3998,Jane Smith,Content of news article 3998,News Source 2,2021-09-26 06:00:00,84,3949,12,-0.5327369277399152,0
3999,Headline 3999,Anonymous,Content of news article 3999,Blog,2021-09-26 12:00:00,59,2143,2,0.32127459465908137,0
4000,Headline 4000,John Doe,Content of news article 4000,Blog,2021-09-26 18:00:00,1,3916,7,0.8619749911010248,0
4001,Headline 4001,John Doe,Content of news article 4001,Independent,2021-09-27 00:00:00,1,3411,1,-0.5855471478489276,0
4002,Headline 4002,Reporter X,Content of news article 4002,News Source 1,2021-09-27 06:00:00,36,3102,13,0.9068250209712774,0
4003,Headline 4003,Jane Smith,Content of news article 4003,Independent,2021-09-27 12:00:00,40,1881,11,0.3015512750866538,0
4004,Headline 4004,Anonymous,Content of news article 4004,News Source 2,2021-09-27 18:00:00,20,4552,15,0.6128551986263711,1
4005,Headline 4005,Jane Smith,Content of news article 4005,Blog,2021-09-28 00:00:00,97,3206,15,-0.9941833219297476,0
4006,Headline 4006,Anonymous,Content of news article 4006,Blog,2021-09-28 06:00:00,68,63,3,0.5524154799720165,1
4007,Headline 4007,Anonymous,Content of news article 4007,News Source 2,2021-09-28 12:00:00,79,4624,4,-0.27559073010701707,0
4008,Headline 4008,Jane Smith,Content of news article 4008,News Source 2,2021-09-28 18:00:00,38,1385,2,0.09945634504414658,1
4009,Headline 4009,Jane Smith,Content of news article 4009,Independent,2021-09-29 00:00:00,67,2073,4,0.3234295352999661,1
4010,Headline 4010,Jane Smith,Content of news article 4010,Independent,2021-09-29 06:00:00,15,4590,7,-0.31622524934022733,1
4011,Headline 4011,Reporter X,Content of news article 4011,Blog,2021-09-29 12:00:00,4,1495,7,0.780541434183974,1
4012,Headline 4012,Reporter X,Content of news article 4012,Blog,2021-09-29 18:00:00,18,3508,14,0.1428696623949739,1
4013,Headline 4013,Reporter X,Content of news article 4013,News Source 2,2021-09-30 00:00:00,79,3222,12,-0.8855054120251751,0
4014,Headline 4014,Reporter X,Content of news article 4014,Blog,2021-09-30 06:00:00,58,4720,15,0.4143669612436154,1
4015,Headline 4015,Jane Smith,Content of news article 4015,Blog,2021-09-30 12:00:00,68,3343,7,-0.2385697946393286,1
4016,Headline 4016,Jane Smith,Content of news article 4016,Blog,2021-09-30 18:00:00,38,1946,13,-0.44707256354753544,0
4017,Headline 4017,Anonymous,Content of news article 4017,News Source 2,2021-10-01 00:00:00,68,2485,11,0.43695624275834977,0
4018,Headline 4018,Anonymous,Content of news article 4018,News Source 1,2021-10-01 06:00:00,48,1777,2,0.13348853342969913,1
4019,Headline 4019,Jane Smith,Content of news article 4019,News Source 2,2021-10-01 12:00:00,79,1144,4,0.4272850740939902,0
4020,Headline 4020,Jane Smith,Content of news article 4020,News Source 1,2021-10-01 18:00:00,90,3561,6,0.6332431381056369,1
4021,Headline 4021,John Doe,Content of news article 4021,Independent,2021-10-02 00:00:00,23,1035,4,-0.30057051684901315,1
4022,Headline 4022,Reporter X,Content of news article 4022,News Source 1,2021-10-02 06:00:00,21,3776,1,-0.026339567766327177,1
4023,Headline 4023,Anonymous,Content of news article 4023,News Source 2,2021-10-02 12:00:00,46,2369,15,-0.6446168251158741,0
4024,Headline 4024,John Doe,Content of news article 4024,News Source 2,2021-10-02 18:00:00,28,4188,6,-0.5183492875267728,0
4025,Headline 4025,Anonymous,Content of news article 4025,Blog,2021-10-03 00:00:00,70,1526,15,-0.6987755280120023,1
4026,Headline 4026,Anonymous,Content of news article 4026,Independent,2021-10-03 06:00:00,60,2571,10,0.33251012318484596,1
4027,Headline 4027,Jane Smith,Content of news article 4027,News Source 1,2021-10-03 12:00:00,84,2419,13,0.49369223575158827,0
4028,Headline 4028,Reporter X,Content of news article 4028,News Source 1,2021-10-03 18:00:00,22,2275,14,-0.5913629532026983,1
4029,Headline 4029,Anonymous,Content of news article 4029,Independent,2021-10-04 00:00:00,5,4084,5,0.6728157683738414,1
4030,Headline 4030,John Doe,Content of news article 4030,Blog,2021-10-04 06:00:00,38,2843,2,0.6888986288986516,1
4031,Headline 4031,Anonymous,Content of news article 4031,News Source 2,2021-10-04 12:00:00,55,3555,2,0.40060522663005704,1
4032,Headline 4032,John Doe,Content of news article 4032,Blog,2021-10-04 18:00:00,9,4245,6,0.6093705110434189,1
4033,Headline 4033,Jane Smith,Content of news article 4033,News Source 2,2021-10-05 00:00:00,36,1371,4,-0.182205567132939,1
4034,Headline 4034,Anonymous,Content of news article 4034,Independent,2021-10-05 06:00:00,65,346,6,-0.14932765114386037,0
4035,Headline 4035,Anonymous,Content of news article 4035,News Source 2,2021-10-05 12:00:00,41,4735,10,0.2601400454165619,0
4036,Headline 4036,John Doe,Content of news article 4036,News Source 2,2021-10-05 18:00:00,86,2075,4,0.8244896927504723,1
4037,Headline 4037,Reporter X,Content of news article 4037,Blog,2021-10-06 00:00:00,58,2108,11,-0.893249371949991,0
4038,Headline 4038,Jane Smith,Content of news article 4038,Blog,2021-10-06 06:00:00,36,1245,15,0.3925098401233482,1
4039,Headline 4039,John Doe,Content of news article 4039,Independent,2021-10-06 12:00:00,45,1434,1,0.1502308551504734,0
4040,Headline 4040,Anonymous,Content of news article 4040,Independent,2021-10-06 18:00:00,37,770,5,-0.7865061934649078,1
4041,Headline 4041,John Doe,Content of news article 4041,Independent,2021-10-07 00:00:00,7,691,7,0.9038929943193343,0
4042,Headline 4042,Anonymous,Content of news article 4042,News Source 2,2021-10-07 06:00:00,96,120,15,-0.38453718693533157,0
4043,Headline 4043,John Doe,Content of news article 4043,Blog,2021-10-07 12:00:00,13,4494,13,0.9537077859195833,0
4044,Headline 4044,Jane Smith,Content of news article 4044,Independent,2021-10-07 18:00:00,38,1572,5,0.9630951254294475,1
4045,Headline 4045,Reporter X,Content of news article 4045,News Source 1,2021-10-08 00:00:00,82,517,9,-0.42280802729334677,1
4046,Headline 4046,Reporter X,Content of news article 4046,News Source 2,2021-10-08 06:00:00,17,2422,3,0.7189920511205752,1
4047,Headline 4047,Anonymous,Content of news article 4047,News Source 2,2021-10-08 12:00:00,100,3740,8,0.23273414552255356,0
4048,Headline 4048,John Doe,Content of news article 4048,News Source 1,2021-10-08 18:00:00,22,526,5,-0.8973096040525117,1
4049,Headline 4049,John Doe,Content of news article 4049,Blog,2021-10-09 00:00:00,100,2365,6,0.8822338309368369,0
4050,Headline 4050,Jane Smith,Content of news article 4050,News Source 2,2021-10-09 06:00:00,35,2525,4,-0.431017134924532,1
4051,Headline 4051,Jane Smith,Content of news article 4051,News Source 1,2021-10-09 12:00:00,2,3678,8,0.5198932114169761,1
4052,Headline 4052,Jane Smith,Content of news article 4052,Blog,2021-10-09 18:00:00,16,4099,2,0.5528127675204708,1
4053,Headline 4053,Jane Smith,Content of news article 4053,Independent,2021-10-10 00:00:00,90,3847,12,0.0988547862022,0
4054,Headline 4054,John Doe,Content of news article 4054,Blog,2021-10-10 06:00:00,9,422,12,0.6969207914337425,0
4055,Headline 4055,Anonymous,Content of news article 4055,News Source 1,2021-10-10 12:00:00,36,4991,12,-0.14471781352602053,1
4056,Headline 4056,Reporter X,Content of news article 4056,News Source 1,2021-10-10 18:00:00,16,4174,6,0.21531691464769498,0
4057,Headline 4057,Anonymous,Content of news article 4057,News Source 1,2021-10-11 00:00:00,78,1183,10,-0.19849517860562838,0
4058,Headline 4058,Reporter X,Content of news article 4058,Blog,2021-10-11 06:00:00,52,264,10,0.7592557359480294,1
4059,Headline 4059,John Doe,Content of news article 4059,News Source 1,2021-10-11 12:00:00,100,218,11,-0.22676567083867716,1
4060,Headline 4060,John Doe,Content of news article 4060,Independent,2021-10-11 18:00:00,17,4368,12,0.6054891388907742,1
4061,Headline 4061,John Doe,Content of news article 4061,News Source 1,2021-10-12 00:00:00,68,4544,4,-0.7658117181526534,0
4062,Headline 4062,Anonymous,Content of news article 4062,News Source 2,2021-10-12 06:00:00,25,2453,1,-0.3794070304209429,1
4063,Headline 4063,Anonymous,Content of news article 4063,Blog,2021-10-12 12:00:00,80,632,11,-0.5519782526542003,1
4064,Headline 4064,John Doe,Content of news article 4064,News Source 1,2021-10-12 18:00:00,98,1796,1,-0.0830013109048322,1
4065,Headline 4065,Anonymous,Content of news article 4065,Blog,2021-10-13 00:00:00,1,2614,2,0.9182165054524565,1
4066,Headline 4066,John Doe,Content of news article 4066,Blog,2021-10-13 06:00:00,52,2735,8,0.2764006576592428,0
4067,Headline 4067,Anonymous,Content of news article 4067,News Source 2,2021-10-13 12:00:00,48,4318,8,0.6319294737867456,0
4068,Headline 4068,Anonymous,Content of news article 4068,News Source 2,2021-10-13 18:00:00,36,2065,8,-0.33300897269705,1
4069,Headline 4069,Jane Smith,Content of news article 4069,Blog,2021-10-14 00:00:00,70,2619,3,0.5464937112881776,0
4070,Headline 4070,Reporter X,Content of news article 4070,Independent,2021-10-14 06:00:00,18,3430,13,0.27392315700355163,1
4071,Headline 4071,Reporter X,Content of news article 4071,Independent,2021-10-14 12:00:00,32,3318,7,-0.45871569555865777,1
4072,Headline 4072,Jane Smith,Content of news article 4072,Blog,2021-10-14 18:00:00,71,1602,13,0.5007758513034573,0
4073,Headline 4073,Jane Smith,Content of news article 4073,Independent,2021-10-15 00:00:00,60,846,8,-0.9408172273164253,1
4074,Headline 4074,Jane Smith,Content of news article 4074,News Source 2,2021-10-15 06:00:00,68,4431,6,0.7545886923461833,1
4075,Headline 4075,Reporter X,Content of news article 4075,Blog,2021-10-15 12:00:00,100,2972,1,0.2311645022286959,0
4076,Headline 4076,John Doe,Content of news article 4076,Blog,2021-10-15 18:00:00,95,577,3,-0.3090766051252376,0
4077,Headline 4077,Anonymous,Content of news article 4077,News Source 2,2021-10-16 00:00:00,15,4847,15,-0.6720994421411595,0
4078,Headline 4078,John Doe,Content of news article 4078,News Source 1,2021-10-16 06:00:00,76,3462,12,-0.9278056332437778,0
4079,Headline 4079,John Doe,Content of news article 4079,News Source 2,2021-10-16 12:00:00,98,39,1,0.2224147344332601,1
4080,Headline 4080,Jane Smith,Content of news article 4080,Independent,2021-10-16 18:00:00,94,3694,11,0.3897848281146232,0
4081,Headline 4081,John Doe,Content of news article 4081,Independent,2021-10-17 00:00:00,23,2835,13,0.16125142693053074,1
4082,Headline 4082,Jane Smith,Content of news article 4082,Independent,2021-10-17 06:00:00,39,1965,11,-0.27315891733506925,0
4083,Headline 4083,Jane Smith,Content of news article 4083,Independent,2021-10-17 12:00:00,31,4157,12,0.8320255647830628,1
4084,Headline 4084,Jane Smith,Content of news article 4084,Blog,2021-10-17 18:00:00,59,1429,15,-0.20998144081171377,0
4085,Headline 4085,Jane Smith,Content of news article 4085,Blog,2021-10-18 00:00:00,74,1695,1,-0.12721225223872068,1
4086,Headline 4086,Jane Smith,Content of news article 4086,Independent,2021-10-18 06:00:00,76,1484,15,0.2441802903655037,0
4087,Headline 4087,Anonymous,Content of news article 4087,News Source 2,2021-10-18 12:00:00,79,4201,14,0.29860517688849253,0
4088,Headline 4088,Jane Smith,Content of news article 4088,Independent,2021-10-18 18:00:00,56,2249,14,-0.7892762872895835,0
4089,Headline 4089,Jane Smith,Content of news article 4089,Independent,2021-10-19 00:00:00,34,4323,2,-0.9588704036893758,1
4090,Headline 4090,Anonymous,Content of news article 4090,News Source 1,2021-10-19 06:00:00,29,3032,9,-0.4429025939337219,0
4091,Headline 4091,Jane Smith,Content of news article 4091,News Source 2,2021-10-19 12:00:00,25,217,15,0.013617510619782447,1
4092,Headline 4092,John Doe,Content of news article 4092,News Source 2,2021-10-19 18:00:00,45,3370,7,-0.019286586587588417,0
4093,Headline 4093,John Doe,Content of news article 4093,Independent,2021-10-20 00:00:00,48,846,7,-0.11870012224709381,0
4094,Headline 4094,Jane Smith,Content of news article 4094,News Source 1,2021-10-20 06:00:00,61,504,8,-0.018186642743109438,0
4095,Headline 4095,Anonymous,Content of news article 4095,Independent,2021-10-20 12:00:00,79,1918,5,-0.5025992200442364,1
4096,Headline 4096,Reporter X,Content of news article 4096,Blog,2021-10-20 18:00:00,86,3633,12,-0.4284176134995592,1
4097,Headline 4097,Anonymous,Content of news article 4097,Independent,2021-10-21 00:00:00,4,460,5,0.7659449788442325,0
4098,Headline 4098,Reporter X,Content of news article 4098,Blog,2021-10-21 06:00:00,16,2350,3,0.2669718715380589,0
4099,Headline 4099,Jane Smith,Content of news article 4099,Independent,2021-10-21 12:00:00,80,73,14,-0.7074618460153221,0
4100,Headline 4100,Jane Smith,Content of news article 4100,News Source 2,2021-10-21 18:00:00,30,3972,4,-0.8468389341935607,0
4101,Headline 4101,John Doe,Content of news article 4101,News Source 2,2021-10-22 00:00:00,55,1300,12,-0.5980064061554984,1
4102,Headline 4102,Jane Smith,Content of news article 4102,News Source 2,2021-10-22 06:00:00,94,324,4,0.3239245211610875,0
4103,Headline 4103,Reporter X,Content of news article 4103,Blog,2021-10-22 12:00:00,8,2409,6,0.08771898714861104,0
4104,Headline 4104,Jane Smith,Content of news article 4104,News Source 1,2021-10-22 18:00:00,99,3814,5,0.39684713347508116,0
4105,Headline 4105,Reporter X,Content of news article 4105,Independent,2021-10-23 00:00:00,45,3450,3,-0.26804991588869065,1
4106,Headline 4106,Anonymous,Content of news article 4106,News Source 1,2021-10-23 06:00:00,43,4933,4,0.011169361426226931,0
4107,Headline 4107,John Doe,Content of news article 4107,News Source 2,2021-10-23 12:00:00,18,3877,7,0.273460457912889,0
4108,Headline 4108,Reporter X,Content of news article 4108,Blog,2021-10-23 18:00:00,11,2318,10,-0.8877369040930116,0
4109,Headline 4109,John Doe,Content of news article 4109,Independent,2021-10-24 00:00:00,14,334,3,0.09544312455057957,1
4110,Headline 4110,Anonymous,Content of news article 4110,Independent,2021-10-24 06:00:00,10,3767,7,-0.3070204441563318,1
4111,Headline 4111,Reporter X,Content of news article 4111,News Source 1,2021-10-24 12:00:00,80,1913,6,-0.49589012607303107,1
4112,Headline 4112,Jane Smith,Content of news article 4112,Independent,2021-10-24 18:00:00,92,2080,9,0.019729700034695874,1
4113,Headline 4113,Reporter X,Content of news article 4113,News Source 1,2021-10-25 00:00:00,17,2260,2,0.6394957424938836,0
4114,Headline 4114,Anonymous,Content of news article 4114,News Source 1,2021-10-25 06:00:00,64,3191,8,0.9061960680133783,0
4115,Headline 4115,Anonymous,Content of news article 4115,News Source 1,2021-10-25 12:00:00,13,932,9,-0.9565867335984601,1
4116,Headline 4116,Reporter X,Content of news article 4116,News Source 1,2021-10-25 18:00:00,86,1020,5,-0.7401774436018262,1
